Relatório de termos de pesquisa
9 de agosto de 2026 - 12 de agosto de 2026
Termo de pesquisa,Tipo de corresp.,Adicionada/excluída,Campanha,Grupo de anúncios,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Tipo de campanha,Taxa de conv.,Conversões,Custo / conv.
difusor aromático doterra,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aroma plan,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador casa,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
ekkoa pinhais,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de banheiro automático,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador automático profissional,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,12,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia trousseau gold,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor de ambiente grande,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,5,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aroma de hotel,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
melhores aromatizadores de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
cheiro shopping cidade jardim,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,7,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
odorizador air wick,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
sofistic aromas,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
melhor cheiro de loja,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
cheiro de casa bambu,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador grande,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
bobson sao paulo higiene ltda,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia casa,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor aroma tomada,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
olyro,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
trousseau odorizante de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,4,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia champagne toast,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
daslu vanilla essencia,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente tomada,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
pro aloe,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusores elétricos,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
pear and freesia,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
d essences,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,8,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
mimustache aromas,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador lavanda,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,4,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia marrua,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor automatico ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,4,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizadores de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor de chocolate,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
mr carvalho,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,11,26,"42,31%",BRL,"2,01","22,07",Performance Max,"0,00%","0,00","0,00"
máquina de aromas,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor potente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente automático ou elétrico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia breeze,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
vèuske marketing olfativo aromas e cosméticos,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
cheirinho ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
figo negro tania bulhoes,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
refil difusor,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
odorizador de banheiro automatico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromi design,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aparelho para cheiro de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
intelligent diffuser,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia english pear,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente 230 ml bamboo,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
maquina de aromatização,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,1,31,"3,23%",BRL,"1,38","1,38",Performance Max,"0,00%","0,00","0,00"
maquina de aromatizacao,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,4,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia trousseau paris,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
senses olfact,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
pura diffuser,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente lojas famosas,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente galao,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor gingerbread zara home,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
cheiro da loja abercrombie,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia daslu,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,5,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente loja,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
perfumar o ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
spray automático para ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essência chá branco tania bulhões,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
ambientalis jf,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
melhor aromatizador de ambiente profissional,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,4,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor maquina,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente cheiro de rico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
purifikar wind clean,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
refil para difusor elétrico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor tania bulhoes,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aparelho odorizador de ambiente automático,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,24,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador eletrico automatico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
maquina de perfume ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
maquina difusor de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,1,7,"14,29%",BRL,"4,81","4,81",Performance Max,"0,00%","0,00","0,00"
difusor aroma eletrico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,1,1,"100,00%",BRL,"1,42","1,42",Performance Max,"0,00%","0,00","0,00"
cheiro para lojas,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
cheiro de casa,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
perfume de casa mmartan,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
qual melhor aroma para casa,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente kit,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
melhores difusores de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
perfumador de banheiro,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor de gesso,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor eletrico de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,11,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
borrifador de essencia automatico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
veruske,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,7,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
perfumador de ambiente eletrico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor eletronico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,1,2,"50,00%",BRL,"2,79","2,79",Performance Max,"0,00%","0,00","0,00"
odorizador eletronico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aparelho odorizador de ambiente glade,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizadores automáticos,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
trousseau difusor,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
perfume de casa quiosque,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
maquina de cheiro para casa,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,6,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
perfumadecora,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente eletrônico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
perfumes de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizante automatico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,5,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
exclusive fragrancias,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
cheiro mmartan original,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
biomist aromatizador,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
perfume de interiores,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia cidade jardim,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,1,4,"25,00%",BRL,"0,91","0,91",Performance Max,"0,00%","0,00","0,00"
melhor difusor eletrico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
english pear & freesia de jo malone,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
osklen essencia,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
maquina de aromas,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,12,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
trousseau aromatizador de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente para casa,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia cheiro de loja chique,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
refil difusor trousseau,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia osklen,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatização para empresas,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador aerossol,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
máquina de ar de perfume inteligente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de casa,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatização de ambientes comerciais,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,1,2,"50,00%",BRL,"4,98","4,98",Performance Max,"0,00%","0,00","0,00"
melhor difusor para banheiro,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aparelho de cheiro automatico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente eletrico,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
cheiro bom marketing olfativo,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
qual a melhor essência para aromatizador de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador bluetooth,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
cheiro loja osklen,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
perfume para sofá,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
refil difusor de varetas,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
osklen vento perfume,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia para casa,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente digital,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,1,1,"100,00%",BRL,"8,19","8,19",Performance Max,"0,00%","0,00","0,00"
difusor flor de laranjeira,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador daslu vanilla,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,8,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
perfume para lojas,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
trusso,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
antik,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente automático,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,72,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
difusor de parede,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
dispenser aromatizador de ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizze,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
maquina de perfume automático,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,23,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
www trousseau com br,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
daslu cheiro,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
maquina de fragrância inteligente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador via aroma,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador de ambiente boticario,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
atmosfera aromatizador,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizante trousseau,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
santho aroma garbo,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
aromatizador pilha,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,1,1,"100,00%",BRL,"9,93","9,93",Performance Max,"0,00%","0,00","0,00"
maquina de soltar cheiro no ambiente,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,2,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
essencia de mandarina,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
borrifador de cheiro automático,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
cheiro daslu,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
daslu aroma,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,3,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
olfati aromatizador,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,10,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
diffuser automatic,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
melhor difusor,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
velas aromáticas,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,1,2,"50,00%",BRL,"3,82","3,82",Performance Max,"0,00%","0,00","0,00"
coala aromatizador,Performance Max,Nenhum,01 - EVOLUTE - Vendas - PMax, --,0,1,"0,00%",BRL,0,"0,00",Performance Max,"0,00%","0,00","0,00"
